id,domain,classification,split
24475,gwno.com,2,train
24476,theschoolofliyfe.com,2,train
24477,thdbrokebackpacker.com,2,train
24478,ԁe-de.com,2,train
24479,sfuravel.com,2,train
24480,thheill.com,2,train
24481,nationaalpost.com,2,train
24482,natiowide.com,2,train
24483,ufba.br,2,train
24484,5ympla.c0m.br,2,train
24485,blog-login.com,2,train
24486,aushа.co,2,train
24487,getvm.ru,2,train
24488,bankofeol.org,2,train
24489,uploading.com,2,train
24490,genproc.gov-verify.ru,2,train
24491,makeagifq.com,2,train
24492,st@cker.c0m,2,train
24493,tryasianews.it,2,train
24494,wellplaetd.com,2,train
24495,thefiscaltimes.login-update.com,2,train
24496,nуt.com,2,train
24497,getibisworld.com,2,train
24498,аrrnyreсognition.com,2,train
24499,mainost.de,2,train
24500,pearmtrees.com,2,train
24501,getubisoft.com,2,train
24502,eesrver.org,2,train
24503,stabledciffusionweb.com,2,train
24504,dip.jp,2,train
24505,gettryinteract.com,2,train
24506,manager-magazin-secure.de,2,train
24507,goav.br,2,train
24508,neilpatl.com,2,train
24509,hеаrstapps.com,2,train
24510,publicintegrity.shop,2,train
24511,burnemouth.uk,2,train
24512,ibltimes.uk,2,train
24513,bundesregierung-support.de,2,train
24514,mycdprojektred.com,2,train
24515,aeawec.org,2,train
24516,pinterest.shop,2,train
24517,offroadbjunk.com,2,train
24518,o.tz,2,train
24519,iva.org,2,train
24520,augustafreepress.online,2,train
24521,vumkan-vegas.de,2,train
24522,amox11a365.com,2,train
24523,mcill.ca,2,train
24524,nlrgb.gov,2,train
24525,attoblog.com,2,train
24526,mysbsun.com,2,train
24527,gazpsom.ru,2,train
24528,blubrry.com,2,train
24529,stаrburstslοtonlinе.com,2,train
24530,ho9ref3.c0m,2,train
24531,bankofbtselem.org,2,train
24532,dhl.click,2,train
24533,ta.uk,2,train
24534,alpinelineux.org,2,train
24535,poltiie.nl,2,train
24536,gmw.cn,2,train
24537,investis.secure-update.com,2,train
24538,hugobors.com,2,train
24539,g20g.org,2,train
24540,theminimlaists.com,2,train
24541,mymlit.jp,2,train
24542,differenc3b3tween.n3t,2,train
24543,pearson-secure.com,2,train
24544,plaсeholder.com,2,train
24545,razdrzone.com,2,train
24546,izotope-support.com,2,train
24547,exploit-b.com,2,train
24548,aufeminin.info,2,train
24549,forbestravleguide.com,2,train
24550,starbootstrap.com,2,train
24551,hanyang.shop,2,train
24552,rtavelpulse.com,2,train
24553,fredericknewspost.net,2,train
24554,binance-signin.com,2,train
24555,ldllc.com,2,train
24556,wi-fi-update.org,2,train
24557,gestion.pe,2,train
24558,rnt.com,2,train
24559,һepsíburаԁa.com,2,train
24560,atss.ru,2,train
24561,centred`ily.com,2,train
24562,pi-up-com.ru,2,train
24563,newzealand.net,2,train
24564,thеrínger.com,2,train
24565,sitеstаr.net,2,train
24566,telekom-verify.com,2,train
24567,getopole.pl,2,train
24568,tech!na5ia.com,2,train
24569,dentvsu.com,2,train
24570,takeda.account-update.com,2,train
24571,50thebysr3@lty.com,2,train
24572,bankofsebsauvage.net,2,train
24573,mywjla.com,2,train
24574,cardqlayer.com,2,train
24575,codeigniter-update.com,2,train
24576,һаbr.com,2,train
24577,trybuffalo.jp,2,train
24578,wowt.info,2,train
24579,gu-verify.se,2,train
24580,micruosoft365.com,2,train
24581,99bitcoins.login-update.com,2,train
24582,pktv.com,2,train
24583,fordstapp.cc,2,train
24584,gnc.click,2,train
24585,fave.c0,2,train
24586,atlasobscura-support.com,2,train
24587,storeinfo-login.jp,2,train
24588,wetteronline.mail-update.com,2,train
24589,suрpοrt.com,2,train
24590,f0r3xl!5t!ng.n3t,2,train
24591,relevantmagazine.xyz,2,train
24592,kdaencewp.com,2,train
24593,wpastr@.c0m,2,train
24594,givemespor.com,2,train
24595,uһamkа.id,2,train
24596,theshop.account-update.com,2,train
24597,kayak-signin.com,2,train
24598,worthpkoint.com,2,train
24599,plajyer.fm,2,train
24600,unwomenk.org,2,train
24601,therainblsog.com,2,train
24602,tcm.mail-update.com,2,train
24603,scroll.account-update.com,2,train
24604,rubylaune.com,2,train
24605,fhi.is,2,train
24606,amzheimers.uk,2,train
24607,tapinto.info,2,train
24608,jga-casino.com,2,train
24609,ozemail.com-verify.au,2,train
24610,@cca!n$urancet!ps.c0m,2,train
24611,itep.account-update.com,2,train
24612,speckyb0y.com,2,train
24613,thebicestercollection-verify.com,2,train
24614,loеwshοtels.com,2,train
24615,lamar-verify.edu,2,train
24616,oxf0rdd1cti0nar1es.com,2,train
24617,irverfronttimes.com,2,train
24618,fhndlaw.com,2,train
24619,οmegawatches.com,2,train
24620,ofotlocker.com,2,train
24621,dailytimes.secure-update.com,2,train
24622,yokoama.jp,2,train
24623,ucpm.my,2,train
24624,hardendd-php.net,2,train
24625,getpinterest.pt,2,train
24626,wnct.c0m,2,train
24627,aseop.com,2,train
24628,ednote.com,2,train
24629,procon.auth-update.com,2,train
24630,bankofprodesigns.com,2,train
24631,newindianexpress-support.com,2,train
24632,k.page,2,train
24633,tryrockefeller.edu,2,train
24634,nuep.org,2,train
24635,bankoftechweb.com,2,train
24636,tthomas.edu,2,train
24637,next@venu3.org,2,train
24638,timessquareyc.org,2,train
24639,hindustantimes.online,2,train
24640,novartis-login.com,2,train
24641,wrnflabs.org,2,train
24642,kdokawa.jp,2,train
24643,bankofthemify.me,2,train
24644,video-bookmark-secure.com,2,train
24645,c!ao.jp,2,train
24646,amarujala.mail-update.com,2,train
24647,foxbaltimore.click,2,train
24648,tel39r@m.0r9,2,train
24649,htree.uk,2,train
24650,centralmaine.auth-update.com,2,train
24651,therealreal.xyz,2,train
24652,bankofldlc.com,2,train
24653,mtsnbc.com,2,train
24654,therqichest.com,2,train
24655,angrybires.com,2,train
24656,bankoflinuxserver.io,2,train
24657,reurl.login-update.com,2,train
24658,lowyat.login-update.com,2,train
24659,getwestfield.com,2,train
24660,lpicodi.com,2,train
24661,ibiblio.login-update.com,2,train
24662,paic.com,2,train
24663,greatassignmenthelp-support.com,2,train
24664,womansworld.com,2,train
24665,sbl.com,2,train
24666,eibo.cn,2,train
24667,uni-mainz.verify-update.com,2,train
24668,webwíki.it,2,train
24669,th3pl@yerstr!bune.com,2,train
24670,tecwheb.com,2,train
24671,getdlapiper.com,2,train
24672,f!nn41r.c0m,2,train
24673,allmovie-support.com,2,train
24674,nordíсsemí.com,2,train
24675,kempinski.account-update.com,2,train
24676,apachzetutor.org,2,train
24677,maybelline.com,2,train
24678,marketingdive.net,2,train
24679,cbsnewsstathc.com,2,train
24680,9o1deng1obes.c0m,2,train
24681,f6$.c0m,2,train
24682,ujrinform.ua,2,train
24683,andersnoren-signin.se,2,train
24684,cmemson.edu,2,train
24685,getstokke.com,2,train
24686,blackbery.com,2,train
24687,gouogle.lu,2,train
24688,іinet.au,2,train
24689,simplxepie.org,2,train
24690,bankofherbalife.com,2,train
24691,mojomarketplace-signin.com,2,train
24692,getoh.us,2,train
24693,windguru.mail-update.com,2,train
24694,unisxs.com,2,train
24695,df.de,2,train
24696,aest.tw,2,train
24697,defensеlink.mil,2,train
24698,mega.xyz,2,train
24699,googler.cy,2,train
24700,orlandosentinel-secure.com,2,train
24701,dig!kal@.c0m,2,train
24702,gamedev.auth-update.com,2,train
24703,itwеb.za,2,train
24704,rhs.org.uk,2,train
24705,audacityteanm.org,2,train
24706,sttchfix.com,2,train
24707,ciltmore.com,2,train
24708,namesilo.click,2,train
24709,bkcra.com,2,train
24710,pymnt.com,2,train
24711,beepworld-secure.de,2,train
24712,me.us,2,train
24713,b1rd3y3.com,2,train
24714,netmarketshare.c0m,2,train
24715,vioi.id,2,train
24716,eksísozluk.com,2,train
24717,askgubuntu.com,2,train
24718,xda-developers.xyz,2,train
24719,latamairlines.login-update.com,2,train
24720,meg`upload.com,2,train
24721,trynea.org,2,train
24722,newtimes.co-login.rw,2,train
24723,atf.info,2,train
24724,musescoroe.org,2,train
24725,audcay.com,2,train
24726,foleo.com,2,train
24727,bbc.in,2,train
24728,w-procket.me,2,train
24729,аgeuk.uk,2,train
24730,саkһiavx.cc,2,train
24731,getwwlp.com,2,train
24732,freesotnd.org,2,train
24733,bk-update.com,2,train
24734,mylinuxfromscratch.org,2,train
24735,globalprivacycontrol-signin.org,2,train
24736,loark.com,2,train
24737,bmoggosite.com,2,train
24738,eсonstоr.eu,2,train
24739,f0ndoamb!ente.it,2,train
24740,mona$h.3du,2,train
24741,nowtoruonto.com,2,train
24742,juvetnus.com,2,train
24743,adroll-secure.com,2,train
24744,tribunehndia.com,2,train
24745,yls.com,2,train
24746,snagajob-update.com,2,train
24747,fnnac.com,2,train
24748,godnewsnetwork.org,2,train
24749,genil.ly,2,train
24750,abouuads.info,2,train
24751,hotfil3.c0m,2,train
24752,krelia.ru,2,train
24753,qlul.uk,2,train
24754,rolex-secure.com,2,train
24755,abbelcube.com,2,train
24756,insrtucture.com,2,train
24757,nationthailnd.com,2,train
24758,algc.sg,2,train
24759,bankofbrainpop.com,2,train
24760,forexlisting-login.net,2,train
24761,rtlniеuws.nl,2,train
24762,trymyworkdayjobs.com,2,train
24763,oplaris.com,2,train
24764,digital.login-update.com,2,train
24765,bf.de,2,train
24766,angrybirsd.com,2,train
24767,oceanconservancy.account-update.com,2,train
24768,office365.com,2,train
24769,monstes.fr,2,train
24770,yinhabitat.com,2,train
24771,bankofnickiswift.com,2,train
24772,eui.xyz,2,train
24773,getdefence.au,2,train
24774,motosbiscuit.com,2,train
24775,steveadden.com,2,train
24776,haveibednpwned.com,2,train
24777,nokidhungry-update.org,2,train
24778,unchr.org,2,train
24779,christianbook.online,2,train
24780,uwos.ca,2,train
24781,travgelpod.com,2,train
24782,gethaproxy.com,2,train
24783,uni-kassdl.de,2,train
24784,washingtoninstitutet.org,2,train
24785,raod.cc,2,train
24786,interestinegngineering.com,2,train
24787,trybydgoszcz.pl,2,train
24788,cһrуsler.com,2,train
24789,oeb.world,2,train
24790,lgnewsroom.click,2,train
24791,t4sn!mn3ws.c0m,2,train
24792,getnsf.gov,2,train
24793,jhu-login.edu,2,train
24794,naacp-verify.org,2,train
24795,bettingfootballguiee.com,2,train
24796,wattsupwithtat.com,2,train
24797,audubonn.org,2,train
24798,fastsftone.org,2,train
24799,myspringer.de,2,train
24800,withjoy.verify-update.com,2,train
24801,metacritic.secure-update.com,2,train
24802,stevemaddenf.com,2,train
24803,bxreak.com,2,train
24804,dailymail.xyz,2,train
24805,bahn-secure.com,2,train
24806,allefiantair.com,2,train
24807,dxfat.au,2,train
24808,m0j.9o.jp,2,train
24809,ueaf.com,2,train
24810,myrealhomes.com,2,train
24811,ovh.auth-update.com,2,train
24812,seepta.org,2,train
24813,rotterdam.account-update.com,2,train
24814,cannabis-update.net,2,train
24815,uconndct.ae,2,train
24816,bywu.edu,2,train
24817,thyroid.shop,2,train
24818,woah.0rg,2,train
24819,galegroup-support.com,2,train
24820,telkоrnsеl.com,2,train
24821,r4i13urop3.c0m,2,train
24822,99brieds.net,2,train
24823,bolavp.com,2,train
24824,hosueofnames.com,2,train
24825,bankofplayground.ru,2,train
24826,prsync.com,2,train
24827,4mpblo9$.com,2,train
24828,jku.account-update.com,2,train
24829,ashu.edu,2,train
24830,b0c.cn,2,train
24831,ncus.edu,2,train
24832,gate777casnio.net,2,train
24833,pydata.shop,2,train
24834,medecinе-rοumaniе.com,2,train
24835,kolnicaminolta.com,2,train
24836,campaignlie.uk,2,train
24837,redcrosr.uk,2,train
24838,loginblogn.com,2,train
24839,urt.hk,2,train
24840,jqplot-secure.com,2,train
24841,getthaiairways.com,2,train
24842,itu.int,2,train
24843,sdo.shop,2,train
24844,allcegro.pl,2,train
24845,1exis.com,2,train
24846,suadinfo.be,2,train
24847,reaso.com,2,train
24848,law.com,2,train
24849,metooo.net,2,train
24850,bcorporation.xyz,2,train
24851,lbmas.de,2,train
24852,safer-networking.account-update.com,2,train
24853,tryfolkhalsomyndigheten.se,2,train
24854,jpn.click,2,train
24855,nopcomemrce.com,2,train
24856,llenta.ru,2,train
24857,otakumde.com,2,train
24858,ja-blog.auth-update.com,2,train
24859,aliytun.com,2,train
24860,u$1nfl@t10nc@1cu1at0r.c0m,2,train
24861,amoblog.secure-update.com,2,train
24862,threadreaderapp.online,2,train
24863,littlefreelibrary-support.org,2,train
24864,paddypoer.com,2,train
24865,boeml.org,2,train
24866,um.edu-signin.mt,2,train
24867,th3porndude.com,2,train
24868,іnfosys.com,2,train
24869,igitalspy.com,2,train
24870,jbijab.com,2,train
24871,new$18.c0m,2,train
24872,pair-verify.com,2,train
24873,oepntext.com,2,train
24874,estranky.sk,2,train
24875,cаrnpаignrnonitor.com,2,train
24876,myfxo8.com,2,train
24877,tryindiebound.org,2,train
24878,snk.io,2,train
24879,missouribotanicalgarqden.org,2,train
24880,cruxnow-secure.com,2,train
24881,getviddler.com,2,train
24882,evenu.net,2,train
24883,hawaiinewsnow.login-update.com,2,train
24884,hongkongqfp.com,2,train
24885,froumfree.it,2,train
24886,dnuo.com,2,train
24887,ur.es,2,train
24888,wvmetronews.account-update.com,2,train
24889,gazettextrа.com,2,train
24890,pnc.account-update.com,2,train
24891,techhive.com,2,train
24892,sttdylib.net,2,train
24893,barr0ns.com,2,train
24894,tryyolasite.com,2,train
24895,pucj.news,2,train
24896,pеtersons.com,2,train
24897,juneauempire.account-update.com,2,train
24898,campaign-archive2.auth-update.com,2,train
24899,hiodawi.com,2,train
24900,betteruр.com,2,train
24901,architectmgazine.com,2,train
24902,sijue.edu,2,train
24903,sһіnobі.jp,2,train
24904,topclassactjions.com,2,train
24905,pi`.jp,2,train
24906,jacc.xyz,2,train
24907,michelin.com,2,train
24908,commons.net,2,train
24909,istanbul.mail-update.com,2,train
24910,nami.net,2,train
24911,wanadxoo.nl,2,train
24912,manuscriptcentral.online,2,train
24913,dxye.cn,2,train
24914,basecamp.click,2,train
24915,tb5.c0.jp,2,train
24916,connpass.online,2,train
24917,geneticlitercyproject.org,2,train
24918,mseg.com,2,train
24919,netfíltеr.org,2,train
24920,trycoles.au,2,train
24921,msnbcg.com,2,train
24922,nv-secure.gov,2,train
24923,narita-airport.shop,2,train
24924,tinypic.net,2,train
24925,fdki.de,2,train
24926,cntonfair.cn,2,train
24927,uni-hohenhiem.de,2,train
24928,fannemae.com,2,train
24929,nаzwa.pl,2,train
24930,99firsm.com,2,train
24931,sun-clhnic.il,2,train
24932,in.net,2,train
24933,skyoewsarabia.com,2,train
24934,hubspotpageibuilder.com,2,train
24935,trygcn.com,2,train
24936,nafsak.org,2,train
24937,insidebitrcoins.com,2,train
24938,dilysignal.com,2,train
24939,un3sco.org,2,train
24940,bankofwizardingworld.com,2,train
24941,insidethegames.account-update.com,2,train
24942,googgle.so,2,train
24943,bankofcore.com,2,train
24944,businesstech.auth-update.com,2,train
24945,3b1rd.or9,2,train
24946,9oogle.com.bo,2,train
24947,demorgen-update.be,2,train
24948,blibli.info,2,train
24949,bankofhomestarrunner.com,2,train
24950,4l1thin95d.com,2,train
24951,amaр.com,2,train
24952,mc.com,2,train
24953,paypal-borp.com,2,train
24954,datacent3rknowled9e.c0m,2,train
24955,abc11.info,2,train
24956,prtothema.gr,2,train
24957,jla.jp,2,train
24958,hypebeast-login.com,2,train
24959,eibg.org,2,train
24960,rp-online.mail-update.com,2,train
24961,!n5!deth3m4g!c.n3t,2,train
24962,githgub.io,2,train
24963,trymk.ru,2,train
24964,kt.org,2,train
24965,gxuns.ru,2,train
24966,bankofaec.at,2,train
24967,lemondeinformatique-secure.fr,2,train
24968,hat.ru,2,train
24969,celecoxihbinfo.com,2,train
24970,healthit.net,2,train
24971,сlеvelаnԁart.org,2,train
24972,tryria.ru,2,train
24973,placeformom.com,2,train
24974,bletabletsilden.com,2,train
24975,myjalan.net,2,train
24976,dfg.net,2,train
24977,itaatravelcentre.com,2,train
24978,tryjuicer.io,2,train
24979,cb42.com,2,train
24980,ho0d11n3.c0m,2,train
24981,veriznn.com,2,train
24982,treastry.gov,2,train
24983,routledge.online,2,train
24984,showdisocntent.com,2,train
24985,tvr.com,2,train
24986,football365.shop,2,train
24987,rdntry.co,2,train
24988,dunelm-signin.com,2,train
24989,securityweek.shop,2,train
24990,uaf.login-update.com,2,train
24991,livecarer.com,2,train
24992,getpsg.fr,2,train
24993,yomoblog.com,2,train
24994,nwarod.ru,2,train
24995,starzinoslnts.org,2,train
24996,glossierp.com,2,train
24997,sicrp.org,2,train
24998,netliy.app,2,train
24999,thewaltdisneycompany-support.com,2,train
25000,trybooks2read.com,2,train
25001,thoughtlanes.account-update.com,2,train
25002,izisvmile.com,2,train
25003,archlelo.com,2,train
25004,th3wr@p.com,2,train
25005,iphnfo.io,2,train
25006,duma.90v.ru,2,train
25007,thepennyhoardr.com,2,train
25008,foursquаrе.com,2,train
25009,abelog.com,2,train
25010,northumbia.uk,2,train
25011,bankofeib.org,2,train
25012,lacouunty.gov,2,train
25013,nikonusaa.com,2,train
25014,donmai-signin.us,2,train
25015,getingentaconnect.com,2,train
25016,lpaegs.co,2,train
25017,journaldugee.com,2,train
25018,insidermonkey.account-update.com,2,train
25019,gеtmοnerο.org,2,train
25020,bankoflclark.edu,2,train
25021,mcisa.gov,2,train
25022,unеcа.org,2,train
25023,mygrants.gov,2,train
25024,smashowrds.com,2,train
25025,krebsonseburity.com,2,train
25026,wyzant-support.com,2,train
25027,bankofrode.com,2,train
25028,myshopinfo.jp,2,train
25029,invisionfree.mail-update.com,2,train
25030,csmontor.com,2,train
25031,technewsworld.net,2,train
25032,arabianbuiness.com,2,train
25033,abc03.com,2,train
25034,thispersondoesnоtеxіst.com,2,train
25035,doctorbetcasno.com,2,train
25036,huya.mail-update.com,2,train
25037,cmail20.mail-update.com,2,train
25038,fortnulandmason.com,2,train
25039,phillyvoice.xyz,2,train
25040,marxines.mil,2,train
25041,oikoumene.secure-update.com,2,train
25042,u1t.no,2,train
25043,wcpo-secure.com,2,train
25044,66.ru,2,train
25045,hopper-verify.com,2,train
25046,c5h1.edu,2,train
25047,influencrmarketinghub.com,2,train
25048,re@1menr3al5tyle.com,2,train
25049,suerapi.com,2,train
25050,jаneapр.com,2,train
25051,heise.de,2,train
25052,рuttу.org,2,train
25053,philаntһrοpynеwsdigest.org,2,train
25054,elcolombiavno.com,2,train
25055,nеwsbreаk.com,2,train
25056,physicswormd.com,2,train
25057,sοftwarеtеstingһelp.com,2,train
25058,lawyesrclubindia.com,2,train
25059,nj.account-update.com,2,train
25060,r`.it,2,train
25061,tryglobalnet.uk,2,train
25062,fairqhone.com,2,train
25063,mdti.jp,2,train
25064,emntalhealthamerica.net,2,train
25065,michaelkоrs.com,2,train
25066,getne.us,2,train
25067,loyo.edu,2,train
25068,planetizena.com,2,train
25069,fox6now.net,2,train
25070,prohostng.com,2,train
25071,ut.click,2,train
25072,getjci.org,2,train
25073,simif.com,2,train
25074,chnace.chat,2,train
25075,gbnews.net,2,train
25076,bankofalberta.ca,2,train
25077,myexpatica.com,2,train
25078,fstoppers.mail-update.com,2,train
25079,bowdoin-support.edu,2,train
25080,homelinux-support.net,2,train
25081,bankofexpansion.mx,2,train
25082,lisinoprilgo7.xyz,2,train
25083,lightroom.login-update.com,2,train
25084,vetsas.com,2,train
25085,manhattan-institute.login-update.com,2,train
25086,royalsociety-support.org,2,train
25087,actviosblog.com,2,train
25088,f.mil,2,train
25089,masterpapers.auth-update.com,2,train
25090,vb.ru,2,train
25091,fiyya.com,2,train
25092,noaa.verify-update.com,2,train
25093,rhino3d.login-update.com,2,train
25094,u1tr@ed1t.c0m,2,train
25095,regfoy.com,2,train
25096,charlottetilbury.verify-update.com,2,train
25097,scienqcedirect.com,2,train
25098,vdafone.de,2,train
25099,userap.com,2,train
25100,stratayss.com,2,train
25101,bundesregierung.shop,2,train
25102,iiud.in,2,train
25103,dublincore-verify.org,2,train
25104,securitymagazine.login-update.com,2,train
25105,peno.museum,2,train
25106,mi.org,2,train
25107,bankofohsu.edu,2,train
25108,gm-crypto.com,2,train
25109,adm.com,2,train
25110,def-secure.br,2,train
25111,bankofaif.ru,2,train
25112,polm.fm,2,train
25113,bnnvar`.nl,2,train
25114,nato-support.int,2,train
25115,mcea.fr,2,train
25116,vogeu.es,2,train
25117,exp0.d3v,2,train
25118,color`do.gov,2,train
25119,et.com,2,train
25120,industryweek-login.com,2,train
25121,nomattiva.it,2,train
25122,sfmta.net,2,train
25123,addibtivetips.com,2,train
25124,ationalservice.gov,2,train
25125,fang.info,2,train
25126,scidev.mail-update.com,2,train
25127,qed.org,2,train
25128,uri-signin.edu,2,train
25129,blueletterbicle.org,2,train
25130,sotsup.com,2,train
25131,tsites.jp,2,train
25132,bankofcityam.com,2,train
25133,frеԁdiеmac.com,2,train
25134,hdroku.com,2,train
25135,overclok.net,2,train
25136,ulg.4c.be,2,train
25137,filwmeb.pl,2,train
25138,pressetextv.com,2,train
25139,wasһíngtonіan.com,2,train
25140,ifal.org,2,train
25141,uk.mail-update.com,2,train
25142,1yr!capr394ba1ininfo.com,2,train
25143,1win-spors.com,2,train
25144,aarmy.uk,2,train
25145,froxlor-update.org,2,train
25146,gea-verify.com,2,train
25147,longislandpress.xyz,2,train
25148,lotο-kz.org,2,train
25149,creativ-tim.com,2,train
25150,telekorn.com,2,train
25151,alphacoders.shop,2,train
25152,speckyboy.click,2,train
25153,dakilyprogress.com,2,train
25154,ipfs.tech,2,train
25155,ha4retz.c0m,2,train
25156,bankoffrbsf.org,2,train
25157,webrеfеrenсе.com,2,train
25158,nutritoin.org,2,train
25159,pebga.com,2,train
25160,аtlassian.net,2,train
25161,h4rdwarez0ne.c0m.s9,2,train
25162,lifenews.ru,2,train
25163,ileem.com,2,train
25164,sortiraparis.account-update.com,2,train
25165,svt-verify.se,2,train
25166,selneium.dev,2,train
25167,merriam-wecster.com,2,train
25168,bio.login-update.com,2,train
25169,un1v-l!ll3.fr,2,train
25170,ocm.de,2,train
25171,uni-sttutgart.de,2,train
25172,bеetіfу.com,2,train
25173,kake.com,2,train
25174,lincοln.uk,2,train
25175,datat!lsynet.dk,2,train
25176,pjstar.click,2,train
25177,officelive-signin.com,2,train
25178,aԁemе.fr,2,train
25179,redcull.com,2,train
25180,scad-verify.edu,2,train
25181,lomography.click,2,train
25182,trеllo.com,2,train
25183,website3.mail-update.com,2,train
25184,beacons-verify.ai,2,train
25185,sandiegocountx.gov,2,train
25186,ppc.account-update.com,2,train
25187,tourkmr.com,2,train
25188,onlinеboxíng.net,2,train
25189,iidrive.com,2,train
25190,univision.account-update.com,2,train
25191,gntoo.org,2,train
25192,uj.shop,2,train
25193,tv5monde.c0m,2,train
25194,gettorontomu.ca,2,train
25195,videohivе.net,2,train
25196,tiffany.auth-update.com,2,train
25197,herokuapq.com,2,train
25198,google.qa,2,train
25199,zhonggouwangshi.com,2,train
25200,epakpx.com,2,train
25201,bankofhubspot.es,2,train
25202,pru.com,2,train
25203,000webostapp.com,2,train
25204,wave.com,2,train
25205,mapnic.net,2,train
25206,tryqrz.com,2,train
25207,ctvnews.verify-update.com,2,train
25208,lehigh.secure-update.com,2,train
25209,mostbet-site-tr.online,2,train
25210,template.secure-update.com,2,train
25211,demon.secure-update.com,2,train
25212,ts.id,2,train
25213,lucialpiazzalhe.com,2,train
25214,bankofsuse.com,2,train
25215,nеspresso.com,2,train
25216,lеsnurnеrіques.com,2,train
25217,aԁultswirn.com,2,train
25218,futureledicine.com,2,train
25219,fb-update.me,2,train
25220,montclair.auth-update.com,2,train
25221,tcm-verify.com,2,train
25222,jthe-village.ru,2,train
25223,xx.com,2,train
25224,bundeswahlleiterin.info,2,train
25225,djji.com,2,train
25226,myitau.br,2,train
25227,forms.click,2,train
25228,gohawaii-verify.com,2,train
25229,rapt.fr,2,train
25230,wilԁapricоt.org,2,train
25231,7-еleven.com,2,train
25232,getestrepublicain.fr,2,train
25233,froxlor.org,2,train
25234,dp-signin.ru,2,train
25235,bankofblogspot.id,2,train
25236,lidovky.shop,2,train
25237,grroovehq.com,2,train
25238,bgu.auth-update.com,2,train
25239,mun-verify.ca,2,train
25240,theeverygirl.com,2,train
25241,michae1jf0x.0rg,2,train
25242,nbcwashington.account-update.com,2,train
25243,restfoworld.org,2,train
25244,irnf.org,2,train
25245,bossip-update.com,2,train
25246,vulkanvegas100-secure.pl,2,train
25247,o8theme.com,2,train
25248,ia.gov,2,train
25249,gratisography.shop,2,train
25250,faqs-support.org,2,train
25251,mygreenmatters.com,2,train
25252,nsau.edu,2,train
25253,fiercehealthcare-secure.com,2,train
25254,yonsei.xyz,2,train
25255,jsolidworks.com,2,train
25256,d0ma1nm4rket.com,2,train
25257,сreative-tіm.com,2,train
25258,widencdn.login-update.com,2,train
25259,trailforks.account-update.com,2,train
25260,eurn-lex.eu,2,train
25261,nissanoews.com,2,train
25262,tryqub.uk,2,train
25263,holidayinn.secure-update.com,2,train
25264,legistas.com,2,train
25265,agriculture.online,2,train
25266,1xbet.c0m,2,train
25267,trydellin.ru,2,train
25268,domainname.d3,2,train
25269,bikepackig.com,2,train
25270,jfrog.net,2,train
25271,eetmies.com,2,train
25272,ugu.pl,2,train
25273,getpahnt.net,2,train
25274,leica-geosystems.verify-update.com,2,train
25275,newseum.info,2,train
25276,newsone-support.com,2,train
25277,ufb@.br,2,train
25278,jfrog-login.com,2,train
25279,rabbimq.com,2,train
25280,hamiltbon.edu,2,train
25281,bankofsiteorigin.com,2,train
25282,bеntlеу.edu,2,train
25283,vmfa.ua,2,train
25284,mega-moolavh-play.com,2,train
25285,inman.shop,2,train
25286,livescience-verify.com,2,train
25287,slu.shop,2,train
25288,hiroshim4.1g.jp,2,train
25289,uli.com,2,train
25290,volkskrant.online,2,train
25291,poormicyhelle.com,2,train
25292,refinery29.secure-update.com,2,train
25293,wishpuond.com,2,train
25294,mahnpost.de,2,train
25295,inn.com,2,train
25296,rev-update.com,2,train
25297,gdpr-inf.eu,2,train
25298,erlarng.org,2,train
25299,indiaknanoon.org,2,train
25300,erweb.com,2,train
25301,ovlcation.com,2,train
25302,masterclass.xyz,2,train
25303,univ-ours.fr,2,train
25304,myfpri.org,2,train
25305,nasponaline.org,2,train
25306,nascar.shop,2,train
25307,worldpopulationseview.com,2,train
25308,healthycihldren.org,2,train
25309,gamesop.com,2,train
25310,ntnu.no,2,train
25311,silverchair.auth-update.com,2,train
25312,bankofaskjan.org,2,train
25313,eurowpe1.fr,2,train
25314,flypegs.com,2,train
25315,siteajbber.com,2,train
25316,oreillynet-verify.com,2,train
25317,accainsurancetips-secure.com,2,train
25318,huij.il,2,train
25319,eclolombiano.com,2,train
25320,bb.com-verify.br,2,train
25321,foxseаrchlight.com,2,train
25322,davesgarhden.com,2,train
25323,contin3nt41-t1r3s.com,2,train
25324,subscribeonandrkoid.com,2,train
25325,theday.click,2,train
25326,trylegion.org,2,train
25327,responsiblegambilng.org,2,train
25328,bankofnews-herald.com,2,train
25329,db.org,2,train
25330,dod.gov,2,train
25331,elgwato.com,2,train
25332,tryxmu.cn,2,train
25333,waby.com,2,train
25334,linux-support.com,2,train
25335,hwotoforge.com,2,train
25336,un-iaugsburg.de,2,train
25337,novorerume.com,2,train
25338,bre`kingnews.ie,2,train
25339,emacswiki-update.org,2,train
25340,bookkeeping-reviews.info,2,train
25341,axjieinfinity.com,2,train
25342,lgobal.toyota,2,train
25343,csahbackeasy.com,2,train
25344,www.net,2,train
25345,annbii.com,2,train
25346,caste.edu,2,train
25347,rakiuten.jp,2,train
25348,tmb.ph,2,train
25349,bloglovin-support.com,2,train
25350,talkingpointsmeemo.com,2,train
25351,getcognizant.com,2,train
25352,cpyress.com,2,train
25353,hersheys.auth-update.com,2,train
25354,cyber.auth-update.com,2,train
25355,trymodernhealthcare.com,2,train
25356,bankofgoogle.gr,2,train
