id,domain,family,classification
13820,grosvenorpemberton.net,suppobox,dga
13821,madeleinetallulah.net,suppobox,dga
13822,dulcibellablackbourne.ru,suppobox,dga
13823,shaquilleshakesheave.net,suppobox,dga
13824,christabeldonaldson.net,suppobox,dga
13825,cloudtouch.net,suppobox,dga
13826,ringsaturday.net,suppobox,dga
13827,deforrestsummerfield.net,suppobox,dga
13828,movementmayor.net,suppobox,dga
13829,figurehappen.net,suppobox,dga
13830,thinkstation.net,suppobox,dga
13831,freshnature.net,suppobox,dga
13832,pictureuntil.ru,suppobox,dga
13833,monthearth.net,suppobox,dga
13834,smokeanger.net,suppobox,dga
13835,viewcloth.net,suppobox,dga
13836,withingoodbye.net,suppobox,dga
13837,streetshoulder.net,suppobox,dga
13838,buildingbuilt.net,suppobox,dga
13839,requirebecame.net,suppobox,dga
13840,ambrosinerowbottom.net,suppobox,dga
13841,mariabellablakeslee.net,suppobox,dga
13842,againstsucceed.ru,suppobox,dga
13843,becausesister.net,suppobox,dga
13844,soilmonday.net,suppobox,dga
13845,forceinto.net,suppobox,dga
13846,septembergoes.net,suppobox,dga
13847,humanhalf.net,suppobox,dga
13848,christinejessalyn.net,suppobox,dga
13849,expectfinger.net,suppobox,dga
13850,freshlikely.net,suppobox,dga
13851,thisfool.net,suppobox,dga
13852,marmadukepettigrew.net,suppobox,dga
13853,righttrouble.net,suppobox,dga
13854,heavenappear.ru,suppobox,dga
13855,degreeforever.net,suppobox,dga
13856,freshbottom.net,suppobox,dga
13857,monthmonday.net,suppobox,dga
13858,songtomorrow.net,suppobox,dga
13859,clevelandchristians.net,suppobox,dga
13860,dulcibellacharnette.net,suppobox,dga
13861,thoughtcomplete.net,suppobox,dga
13862,wilhelminaecclestone.net,suppobox,dga
13863,resultbetween.net,suppobox,dga
13864,longrise.net,suppobox,dga
13865,hangagree.net,suppobox,dga
13866,collegeminute.net,suppobox,dga
13867,krystellewhitaker.net,suppobox,dga
13868,strangetravel.net,suppobox,dga
13869,equalthrew.net,suppobox,dga
13870,increaseniece.net,suppobox,dga
13871,returnglossary.net,suppobox,dga
13872,triesteach.net,suppobox,dga
13873,magdaleneharriett.net,suppobox,dga
13874,thoughtbecame.net,suppobox,dga
13875,ordercircle.ru,suppobox,dga
13876,gainagree.net,suppobox,dga
13877,magdalenasherisse.net,suppobox,dga
13878,glassperiod.net,suppobox,dga
13879,ambrosineainsworth.net,suppobox,dga
13880,humanmarry.net,suppobox,dga
13881,forgetshoulder.net,suppobox,dga
13882,dreamhurt.net,suppobox,dga
13883,kimberleefrederick.net,suppobox,dga
13884,middlemillion.net,suppobox,dga
13885,machinecircle.net,suppobox,dga
13886,verywide.net,suppobox,dga
13887,eveningtrust.net,suppobox,dga
13888,georgianaharmonie.net,suppobox,dga
13889,trevelyanabrahamson.net,suppobox,dga
13890,betterdevice.net,suppobox,dga
13891,christmasmichelyne.net,suppobox,dga
13892,pushguide.net,suppobox,dga
13893,fairarms.net,suppobox,dga
13894,kassandrabradford.net,suppobox,dga
13895,tradecontrol.net,suppobox,dga
13896,deeplight.net,suppobox,dga
13897,severaniece.net,suppobox,dga
13898,destroysilver.net,suppobox,dga
13899,womanclear.net,suppobox,dga
13900,kassandracatherin.net,suppobox,dga
13901,leadthere.net,suppobox,dga
13902,mouthworld.net,suppobox,dga
13903,begindelight.net,suppobox,dga
13904,lookfebruary.net,suppobox,dga
13905,signsince.net,suppobox,dga
13906,riddenwrite.net,suppobox,dga
13907,partyarrive.net,suppobox,dga
13908,deadhard.net,suppobox,dga
13909,thesereply.net,suppobox,dga
13910,nonehorse.net,suppobox,dga
13911,thosereport.net,suppobox,dga
13912,granvillethompsett.net,suppobox,dga
13913,nonemark.net,suppobox,dga
13914,priscillaharmonie.net,suppobox,dga
13915,forcename.net,suppobox,dga
13916,outsidefriend.ru,suppobox,dga
13917,verythank.net,suppobox,dga
13918,largechoose.net,suppobox,dga
13919,dreamdare.net,suppobox,dga
13920,offernovember.net,suppobox,dga
13921,rockblack.net,suppobox,dga
13922,songride.net,suppobox,dga
13923,southcook.net,suppobox,dga
13924,presentchoose.net,suppobox,dga
13925,sundaystate.net,suppobox,dga
13926,christabelcathleen.net,suppobox,dga
13927,wintercondition.ru,suppobox,dga
13928,thosealmost.net,suppobox,dga
13929,withindivide.ru,suppobox,dga
13930,kimberleyainsworth.net,suppobox,dga
13931,largebelieve.net,suppobox,dga
13932,withtaste.net,suppobox,dga
13933,jumprush.ru,suppobox,dga
13934,celestineshavonne.net,suppobox,dga
13935,decidesystem.net,suppobox,dga
13936,katharineangelica.net,suppobox,dga
13937,increasealmost.net,suppobox,dga
13938,casestood.net,suppobox,dga
13939,pointoctober.net,suppobox,dga
13940,rosalynnederrickson.net,suppobox,dga
13941,favorhouse.net,suppobox,dga
13942,driveouter.ru,suppobox,dga
13943,perhapsnorth.net,suppobox,dga
13944,crowdaround.net,suppobox,dga
13945,jumpopen.net,suppobox,dga
13946,lookprice.net,suppobox,dga
13947,roommoon.net,suppobox,dga
13948,maximilianbrittania.net,suppobox,dga
13949,thoughtcontinue.net,suppobox,dga
13950,chrysantapickering.net,suppobox,dga
13951,shantellegriselda.net,suppobox,dga
13952,storeseparate.net,suppobox,dga
13953,threedare.net,suppobox,dga
13954,gainhouse.net,suppobox,dga
13955,saidsmall.net,suppobox,dga
13956,maximiliananjelica.net,suppobox,dga
13957,againstclothes.net,suppobox,dga
13958,jumpcompe.ru,suppobox,dga
13959,eitherbeyond.net,suppobox,dga
13960,mariabellaainsworth.net,suppobox,dga
13961,maximilianswindlehurst.net,suppobox,dga
13962,doctorwrite.net,suppobox,dga
13963,visituncle.net,suppobox,dga
13964,leaststate.net,suppobox,dga
13965,eveningpartial.net,suppobox,dga
13966,meatfloor.net,suppobox,dga
13967,heavyapple.net,suppobox,dga
13968,harriettevictorson.net,suppobox,dga
13969,veryblack.net,suppobox,dga
13970,gladshoe.net,suppobox,dga
13971,henriettacherette.net,suppobox,dga
13972,charmainewashington.net,suppobox,dga
13973,celandinechristians.net,suppobox,dga
13974,simpleobject.net,suppobox,dga
13975,ringtuesday.net,suppobox,dga
13976,christinemillhouse.ru,suppobox,dga
13977,catherinemasterson.net,suppobox,dga
13978,maryvonneharriett.net,suppobox,dga
13979,brooklynngrenville.net,suppobox,dga
13980,liarlate.net,suppobox,dga
13981,shantellesharleen.net,suppobox,dga
13982,tillclock.net,suppobox,dga
13983,ambrosinechristopher.net,suppobox,dga
13984,alexandrinasouthgate.net,suppobox,dga
13985,alexandreadonaldson.net,suppobox,dga
13986,machinesafety.net,suppobox,dga
13987,littleduring.net,suppobox,dga
13988,remembertogether.net,suppobox,dga
13989,grenvilleharrison.net,suppobox,dga
13990,laurenciawilloughby.net,suppobox,dga
13991,requirecompany.net,suppobox,dga
13992,magdalenewilfreda.net,suppobox,dga
13993,kimberleycallahan.net,suppobox,dga
13994,clevelandcheyenne.net,suppobox,dga
13995,favorpress.net,suppobox,dga
13996,shaquillewalterson.net,suppobox,dga
13997,sightother.net,suppobox,dga
13998,glanvillemalandra.net,suppobox,dga
13999,muchwide.net,suppobox,dga
14000,onpzfupoqnrmrypk.com,tufik,dga
14001,kzmmszlvxsyfihpq.biz,tufik,dga
14002,vsngoovytmqkgqcr.com,tufik,dga
14003,hmtmthlpustjoxx.info,tufik,dga
14004,lnluomgnrfkrwrr.com,tufik,dga
14005,pnjyphkiqqrpqmnr.biz,tufik,dga
14006,swsjvyuzlcqxmggg.biz,tufik,dga
14007,preqryrvlpstjqg.com,tufik,dga
14008,bqqhmnljutvsjiyp.org,tufik,dga
14009,rsfsrsmclrpntppx.net,tufik,dga
14010,vdkpxnnjwinplilg.info,tufik,dga
14011,brlhmemykflqqotp.com,tufik,dga
14012,cknrqjjwztkryee.net,tufik,dga
14013,pxjwifybtcopjkj.org,tufik,dga
14014,izizkzyknernqpq.com,tufik,dga
14015,opwklrzrrpoonmi.com,tufik,dga
14016,orbolvkdsmryzoq.com,tufik,dga
14017,uemsdxdspwtftqt.biz,tufik,dga
14018,njsncomttttxfsbs.info,tufik,dga
14019,yjqjvsloisrkoenz.org,tufik,dga
14020,uolvqyhptulmorwl.com,tufik,dga
14021,gikyizklvgvjko.biz,tufik,dga
14022,ihomosomxxyvjmm.org,tufik,dga
14023,pliyentokjerulpm.net,tufik,dga
14024,xnkkzbsumhpnqith.com,tufik,dga
14025,sjowzxqxbrkmhl.org,tufik,dga
14026,tgkpwztmzrjiqsu.org,tufik,dga
14027,dtvmkinliovsyqqb.biz,tufik,dga
14028,qgwopgdsrbepdat.info,tufik,dga
14029,mtdqqxgentyottt.net,tufik,dga
14030,mkssocftfjjixw.biz,tufik,dga
14031,gjvunrpylluzpntn.net,tufik,dga
14032,jxiqvnfvuttruowi.com,tufik,dga
14033,vmjtoomppiqqlgpr.biz,tufik,dga
14034,zsixtrrgeyjpvnyl.info,tufik,dga
14035,ijprpdovwrjexrfz.com,tufik,dga
14036,zqpfphqnvtphfuw.biz,tufik,dga
14037,hkptqlkrujoclq.org,tufik,dga
14038,evxfvygxplrwny.info,tufik,dga
14039,olrmbttntlsjnyr.net,tufik,dga
14040,pntpkscpnszrrv.info,tufik,dga
14041,ttqxrinwnrtonmh.biz,tufik,dga
14042,kvoetppvemrqrsin.com,tufik,dga
14043,xopwmtshrmoqmwwm.org,tufik,dga
14044,iryrsycqonyuk.biz,tufik,dga
14045,ogrexlsnrsmmq.net,tufik,dga
14046,osgdqbullrdiln.net,tufik,dga
14047,pzltotrwrlvnwtnx.info,tufik,dga
14048,qylxrjkltlpehokx.info,tufik,dga
14049,prgqrpfowvtsnmr.org,tufik,dga
14050,gmqwkuurltxruso.com,tufik,dga
14051,horkmtnfipcelz.com,tufik,dga
14052,jypqokqqoylnyhn.info,tufik,dga
14053,xphygpznyeotrfn.biz,tufik,dga
14054,fkhponillpuxvps.net,tufik,dga
14055,znkjssiihrjfxtge.com,tufik,dga
14056,tzhgqqohzuprkw.org,tufik,dga
14057,rsvqkbxsuxhuhq.info,tufik,dga
14058,kgzohiwjrnsnmqsx.com,tufik,dga
14059,mmyogqmkgyrvmlwt.info,tufik,dga
14060,ppmpxoinptwogyjo.com,tufik,dga
14061,xtjrlfmtkmdtdj.net,tufik,dga
14062,lkypoisqnngxvkwx.biz,tufik,dga
14063,nrnvqjzovoincn.org,tufik,dga
14064,sdxvjeipvsdpjvks.biz,tufik,dga
14065,tknlnnwqxfzykl.com,tufik,dga
14066,gzhhqguqgplphmq.com,tufik,dga
14067,popwnrpregpxsni.net,tufik,dga
14068,vmqcjpkntopqhvs.com,tufik,dga
14069,wpxrolkfitstvlfi.biz,tufik,dga
14070,qoqijjhpisgtvvph.org,tufik,dga
14071,ldmgftyuyshnlthd.biz,tufik,dga
14072,ttzsvlfqpunphhgp.info,tufik,dga
14073,rsiryphqlgrppfs.com,tufik,dga
14074,qqopxqhufrqvtqq.com,tufik,dga
14075,rpmzymuakfxepu.net,tufik,dga
14076,osikvknjrkriflv.org,tufik,dga
14077,ninqbjnotsjvm.com,tufik,dga
14078,nhrnjoixelsnrjp.info,tufik,dga
14079,htnwkgrumquinrss.com,tufik,dga
14080,revysxsnlkxnxjim.org,tufik,dga
14081,qtmnosptwzmsrvtp.com,tufik,dga
14082,wpbgwmmuxrbphzn.biz,tufik,dga
14083,woozuwwdosvjtnu.org,tufik,dga
14084,pwrhnqbriimgsnhl.org,tufik,dga
14085,ajsxgfpiugiiqzpp.com,tufik,dga
14086,vkeipkdrtrqzi.com,tufik,dga
14087,qhgvonpfvtugvyrr.com,tufik,dga
14088,jmlqonmtqchltx.biz,tufik,dga
14089,lirrubnpukrnf.com,tufik,dga
14090,qdgvxsrnfmel.com,tufik,dga
14091,nelyzewzpsplpo.org,tufik,dga
14092,lnntnmuifjnnjsgi.org,tufik,dga
14093,qqhvqzqgrkhotptz.biz,tufik,dga
14094,yjrgnovpooznekpv.biz,tufik,dga
14095,twjxogylmqmd.info,tufik,dga
14096,fuqtnoloiqpgtip.org,tufik,dga
14097,zhntkqlitopkb.info,tufik,dga
14098,vsfyropwmftzsn.net,tufik,dga
14099,snkzgekrnzvphicu.com,tufik,dga
14100,vnypmrbthwkjstr.com,tufik,dga
14101,lntvojigtyepxki.com,tufik,dga
14102,lkylzriymssijo.org,tufik,dga
14103,nxgsmsxnlkrpnwol.info,tufik,dga
14104,lnkmtedookklpn.org,tufik,dga
14105,sxywtgrqqnmj.com,tufik,dga
14106,pjiqmiptrrpjgyu.com,tufik,dga
14107,bolauptxzonkfdif.org,tufik,dga
14108,rikstrzqmplxlbpl.biz,tufik,dga
14109,xkocorgeinsrlwzo.com,tufik,dga
14110,pwqqnjqwvnhvulf.com,tufik,dga
14111,bvnmkoiirglofvv.com,tufik,dga
14112,bdjxqnpfruetuwv.biz,tufik,dga
14113,qkskqlozosejhsor.info,tufik,dga
14114,jlplgwluzgqjpoph.net,tufik,dga
14115,dvrtspltgxphtg.org,tufik,dga
14116,ltegnijrsmgjhmmx.com,tufik,dga
14117,qrpkiprwmnwvrwsm.biz,tufik,dga
14118,pmmkqhnuzwuzfti.info,tufik,dga
14119,xsdmlrwuqnlgsxf.info,tufik,dga
14120,olaynvnqhtkkksmw.com,tufik,dga
14121,qxemrgsowqrneu.net,tufik,dga
14122,nkxmjpnnuqkhleho.info,tufik,dga
14123,jreptlirsnrmrzm.org,tufik,dga
14124,oqqyvqxpnpgqidxu.net,tufik,dga
14125,nitwpthfpilgtsk.com,tufik,dga
14126,tnqzhnmlmlqjvyk.info,tufik,dga
14127,glnqvrupyqzxxd.com,tufik,dga
14128,yernqywcrrqdmwb.info,tufik,dga
14129,gmymowmncyvo.net,tufik,dga
14130,nrublhthztpwyro.biz,tufik,dga
14131,mrqfmzwbrrvukpx.com,tufik,dga
14132,olctnshxjrcwqhhv.org,tufik,dga
14133,pmkxoblorwtoojm.org,tufik,dga
14134,yifjlurpuspusw.com,tufik,dga
14135,qupnnjrxthcets.org,tufik,dga
14136,omjlqttvzrfnooe.biz,tufik,dga
14137,froguvtcyrxqmsk.biz,tufik,dga
14138,mjivwqpmiqtnvlns.biz,tufik,dga
14139,inumkjcyyqhqrqnj.org,tufik,dga
14140,pczimqtlrcomwuv.biz,tufik,dga
14141,rlkqyyqjgxonyvrr.info,tufik,dga
14142,olwgxpwmptlshc.biz,tufik,dga
14143,tpgzrypyvejapq.com,tufik,dga
14144,qeqrjdlfniknntj.info,tufik,dga
14145,xpnorlsovrpshojm.com,tufik,dga
14146,hpaoukenmvhuzqkt.com,tufik,dga
14147,tsjsijypiyqrnsuj.org,tufik,dga
14148,nvjlptytpzrqyls.biz,tufik,dga
14149,oppvhsgtnqyxpyoj.biz,tufik,dga
14150,ppplipqlhnpslog.biz,tufik,dga
14151,ngvrmkikjsjlspgu.com,tufik,dga
14152,meppvihhupmvik.biz,tufik,dga
14153,usmxmwjfpjsus.net,tufik,dga
14154,elpvfzkxrxlktkq.info,tufik,dga
14155,qtweqpkuvknxnmo.com,tufik,dga
14156,vsmphujvsyojo.net,tufik,dga
14157,xscshvrllshrzitx.com,tufik,dga
14158,grkqmmomwqnwkmie.org,tufik,dga
14159,ztpinwioryjlmy.org,tufik,dga
14160,wzumfxkqjvorxklt.com,tufik,dga
14161,tojgeuzirglstvo.com,tufik,dga
14162,pkdkmelcokikwni.biz,tufik,dga
14163,lltxmgtucmxnydmv.org,tufik,dga
14164,jorxsnnntskykjf.net,tufik,dga
14165,xrpnogyfsrqjiko.net,tufik,dga
14166,rzckhorrcqeluua.net,tufik,dga
14167,jtiuyujgovkqyo.com,tufik,dga
14168,phigjxjwggljzx.org,tufik,dga
14169,xhokxdosxmjkkki.com,tufik,dga
14170,zmftrjtgqssnmso.biz,tufik,dga
14171,bmmnhyodonsrvtm.com,tufik,dga
14172,iwugpnsszmqrszn.biz,tufik,dga
14173,pwmxiwqktwvpmxmh.biz,tufik,dga
14174,uomjnlxidjzrxzg.com,tufik,dga
14175,unkvdulqknogzwek.com,tufik,dga
14176,moutjqjwgnslsyzg.org,tufik,dga
14177,hlkrvuaemuwhyxo.biz,tufik,dga
14178,skkrnwntprhsuomu.com,tufik,dga
14179,orptkprbjqkozzzw.info,tufik,dga
14180,rnpqvnuodsrthq.info,tufik,dga
14181,hojnxyljuenrlsl.org,tufik,dga
14182,wdehciogqmgroory.com,tufik,dga
14183,qqvpzqplimvnmwos.com,tufik,dga
14184,htrouqnssowsepq.info,tufik,dga
14185,nqegqhmwmqvcqih.org,tufik,dga
14186,dguokpptgqvrelpu.org,tufik,dga
14187,otpvtupqjqwnlkl.org,tufik,dga
14188,pwnfkkmqivlpnin.org,tufik,dga
14189,onpdumlpstykspri.info,tufik,dga
14190,nthhrswsirbwmfe.biz,tufik,dga
14191,ozfnvloqocksprr.info,tufik,dga
14192,ksycilunprkxmstj.net,tufik,dga
14193,rqutxxkorsxlxtg.biz,tufik,dga
14194,vrwoynsutjnqioll.org,tufik,dga
14195,gmjkzltvgtecgpvm.info,tufik,dga
14196,ksjepzcconnpm.org,tufik,dga
14197,srphufwmqlhngmmo.com,tufik,dga
14198,towspltlynohsjx.org,tufik,dga
14199,nnooqszmjgohxws.info,tufik,dga
14200,hxtlbhojnrusnraz.net,tufik,dga
14201,rnjjjromhnnjupzz.info,tufik,dga
14202,npxywksnjtmiyu.info,tufik,dga
14203,nogonssmqwmtpmrm.org,tufik,dga
14204,enprmoprjrdnpjug.org,tufik,dga
14205,ierueoszmbtom.com,tufik,dga
14206,bssxrotykwsck.biz,tufik,dga
14207,qwsxnrokfsmljlqw.com,tufik,dga
14208,wiwrljhqflptmip.org,tufik,dga
14209,islqhurqjvevgwr.info,tufik,dga
14210,ommdpszorwnsqbxr.org,tufik,dga
14211,limkwuvpkzrsuvj.info,tufik,dga
14212,qipporgtjxtjpqjs.net,tufik,dga
14213,tngdteromtjrpmrt.net,tufik,dga
14214,gnslznluxnrxjfue.org,tufik,dga
14215,nitppsqnswslqpgx.info,tufik,dga
14216,qtromxopsqstngk.info,tufik,dga
14217,qspvjthntgejqrny.org,tufik,dga
14218,tuurtmkqggoypps.com,tufik,dga
14219,ytjrcrvqspfyyphn.info,tufik,dga
14220,qlxjrkxpxurpgtir.net,tufik,dga
14221,wwyxzluvldqdroo.com,tufik,dga
14222,tksryvrplmhkmenp.info,tufik,dga
14223,pvpnmgqwtpfxwq.info,tufik,dga
14224,wksrpvkoxvjswckg.net,tufik,dga
14225,snxkmumilmkpupd.com,tufik,dga
14226,ifycfvwbxfmgoj.com,tufik,dga
14227,eniqwupjilxqwpnd.net,tufik,dga
14228,mqxmydxdwrrjlp.net,tufik,dga
14229,ifnuujomtsnrqjr.info,tufik,dga
14230,mngmmmzopvuhlorl.biz,tufik,dga
14231,mpltyqfxdtyywfn.net,tufik,dga
14232,mzmlfnvwktginspn.net,tufik,dga
14233,tfttqqnlokqhsw.info,tufik,dga
14234,vmvprrsommvjryrm.biz,tufik,dga
14235,mgctpwrjmvumsmsl.com,tufik,dga
14236,jvvelnyozqmpfkmq.info,tufik,dga
14237,rwkrthgoorbpkjs.com,tufik,dga
14238,bmnlkqrglqoqpjz.info,tufik,dga
14239,orvjqleajjhjzts.com,tufik,dga
14240,cnsrdqdwllrqvf.org,tufik,dga
14241,qqvwiklnhjtlle.com,tufik,dga
14242,gropmikigeymivm.net,tufik,dga
14243,tjtispmrqjyuyyy.biz,tufik,dga
14244,suysxrqdsornxr.biz,tufik,dga
14245,kuefxppproxlcmwm.com,tufik,dga
14246,qwoppidnvgoqln.org,tufik,dga
14247,sqryuqliyuoiqjlk.com,tufik,dga
14248,cqouonpejlrkkumu.com,tufik,dga
14249,ylrqvopxrndhksml.com,tufik,dga
14250,evvsnqjiyjrjtqnt.com,tufik,dga
14251,uvemvsgospiulnft.org,tufik,dga
14252,rqsgjiiypnuly.biz,tufik,dga
14253,qjcxyhgrgnqirqo.org,tufik,dga
14254,wlwihlpjqlqiyprt.org,tufik,dga
14255,xhthynksjypvowo.biz,tufik,dga
14256,ivpftvvlxwthrznj.info,tufik,dga
14257,xrewrnxfwwqynkxn.info,tufik,dga
14258,rnxjimxsfplwgj.org,tufik,dga
14259,hmnfgfkxqxmlzuj.info,tufik,dga
14260,owunfgcjpfqtkmuo.info,tufik,dga
14261,lfmxqyqyupfkqui.com,tufik,dga
14262,rooxkwxckngyptdd.info,tufik,dga
14263,szsrkkjsdokpbvkv.biz,tufik,dga
14264,kmnosykihilxpsr.com,tufik,dga
14265,pfnygmphusxsv.com,tufik,dga
14266,vsjvaipmxqzov.biz,tufik,dga
14267,nlmunaaptknpnxm.com,tufik,dga
14268,ntwnplhduipghylw.info,tufik,dga
14269,pnsljovrkhpycnd.com,tufik,dga
14270,fjhfmgpojogihw.org,tufik,dga
14271,ltjuuzkvgqofvqry.info,tufik,dga
14272,lsswmummqklbpxf.info,tufik,dga
14273,elqpjkkfrvjlpxxj.org,tufik,dga
14274,hgejohurdnktlql.net,tufik,dga
14275,smykttpptjgsnxu.biz,tufik,dga
14276,svwksynnnumzwrs.info,tufik,dga
14277,pjnmqqwqonwjtv.net,tufik,dga
14278,pmyfuqojrcumpgt.com,tufik,dga
14279,zqngtueojoptpzxv.biz,tufik,dga
14280,ytltmkhtnuvepvyq.net,tufik,dga
14281,omzwosuukpogqq.info,tufik,dga
14282,ivvmonqpmmsnu.com,tufik,dga
14283,ssowlpqeccvrcbp.net,tufik,dga
14284,ukrolwjrrcnyvpq.net,tufik,dga
14285,lopmmdrumlfwx.org,tufik,dga
14286,iirgrxvkvsylzhs.com,tufik,dga
14287,smhprlmqgmu.info,tufik,dga
14288,wuntsqxmeegjykwh.info,tufik,dga
14289,mvpjnnotorgryqp.org,tufik,dga
14290,yhbhstipnlcvms.com,tufik,dga
14291,vrhppnmllmplho.net,tufik,dga
14292,ofhiytoupmdyptmm.biz,tufik,dga
14293,oomqrqersrqvss.info,tufik,dga
14294,jrjvvsovvensuh.com,tufik,dga
14295,npylgdtimykjnp.org,tufik,dga
14296,edeuciwgotiqphts.com,tufik,dga
14297,mtnrxqturmhmspjn.info,tufik,dga
14298,xlbmiwqlzmvfbqj.org,tufik,dga
14299,qooiszmbfsmesrjv.biz,tufik,dga
14300,rkftypwrpdczku.biz,tufik,dga
14301,rsfputsnwomgke.com,tufik,dga
14302,qyqzmndxyplrefv.org,tufik,dga
14303,cndnvwkkpirtju.com,tufik,dga
14304,viyplzllwfmsidiq.com,tufik,dga
14305,qjqlkxipqnrrfrnm.biz,tufik,dga
14306,vonsxrnqanespqi.info,tufik,dga
14307,ppvrhkpslneqltdi.info,tufik,dga
14308,qiovktokwcstttys.org,tufik,dga
14309,yehinhoqmsjvlnuk.org,tufik,dga
14310,hrrxprhirnjqlc.com,tufik,dga
14311,ldihvpuesuthsdp.org,tufik,dga
14312,lqzwqypvuqmirjxs.com,tufik,dga
14313,upkovwgslvniupip.info,tufik,dga
14314,tppkqxzgytsptgg.biz,tufik,dga
14315,ltoowrxsjmunoy.com,tufik,dga
14316,iprhdoxkyennnsh.info,tufik,dga
14317,ipuqvwuhlnyqusij.info,tufik,dga
14318,sdqnptuwxlufum.com,tufik,dga
14319,htxtiqnzfbgslypg.info,tufik,dga
14320,cprhoqknlglvcns.info,tufik,dga
14321,ymlnffkersgkbs.org,tufik,dga
14322,fxppwtshlrkovqpz.org,tufik,dga
14323,wyijntsmmpvfkdrq.info,tufik,dga
14324,phmmqwtcmcimsger.biz,tufik,dga
14325,qjguwwmiynvjwyrr.com,tufik,dga
14326,pomnvnoogmjwbpn.info,tufik,dga
14327,sivicfivrjgjniuh.info,tufik,dga
14328,ukkzopndtjqmrjw.info,tufik,dga
14329,rbveysmtmskmgjo.org,tufik,dga
14330,oyoccyyrspegfosg.org,tufik,dga
14331,vqxqplglvkuqlku.biz,tufik,dga
14332,xiifvousqgsrsmk.org,tufik,dga
14333,ojrfhrxmetnsqk.org,tufik,dga
14334,ipgwpkvpxhlyst.biz,tufik,dga
14335,qyplsnqmkvqokdxt.info,tufik,dga
14336,tnvbpnqltmiqeh.biz,tufik,dga
14337,ovnojctsufmomko.org,tufik,dga
14338,gdpmwltthvqvcp.com,tufik,dga
14339,ptkucujuypqwolv.net,tufik,dga
14340,zfqteziytyptofk.info,tufik,dga
14341,rrjuorzsoupensii.com,tufik,dga
14342,owpqujwlwncuppm.org,tufik,dga
14343,zszkpfisqumoisqv.net,tufik,dga
14344,guphpymomafqo.net,tufik,dga
14345,onujnrlwomwmksm.com,tufik,dga
14346,iwokwivmubsntufk.info,tufik,dga
14347,ismypqnsovqgmumx.com,tufik,dga
14348,drrropwlswvlsor.info,tufik,dga
14349,wpohrvnldnqqwo.biz,tufik,dga
14350,uyhktkntphkuhpd.com,tufik,dga
14351,ttmsqqutmhxnxlr.net,tufik,dga
14352,grpfssjqtqcplqpu.com,tufik,dga
14353,oytzvjpruoojofoh.com,tufik,dga
14354,vqfnomtizpytj.com,tufik,dga
14355,eqqvyonrxujhothk.org,tufik,dga
14356,ntrukqkussuypxp.info,tufik,dga
14357,mfoplwpleqttsqq.com,tufik,dga
14358,tzwlljmmslxslp.com,tufik,dga
14359,rspvlgkookqthyk.org,tufik,dga
14360,vlurnqrnkljszvw.com,tufik,dga
14361,ykpcrsguzjmqpnxj.biz,tufik,dga
14362,xwhnvqzyszvkmu.info,tufik,dga
14363,kanspirgeqpoqg.com,tufik,dga
14364,tjjkvcniplgsuco.biz,tufik,dga
14365,lvzuuwrkrphhsnr.org,tufik,dga
14366,nthmplwhozkrfvk.biz,tufik,dga
14367,jyunnniqslkros.org,tufik,dga
14368,qzgzksitogumis.com,tufik,dga
14369,rylhxqkmnhpdxpnx.com,tufik,dga
14370,fypqdrknrrkjwsb.biz,tufik,dga
14371,oldomnnmcmegdpmj.org,tufik,dga
14372,dssxegssluxlqpth.info,tufik,dga
14373,nllatlnflnbppurv.com,tufik,dga
14374,tzrkmpymxhqpmrs.com,tufik,dga
14375,quqlllpypiwks.com,tufik,dga
14376,kwiqgopgqulnierx.org,tufik,dga
14377,mkxtdntxfmxsmjsw.org,tufik,dga
14378,qpvhqswbosyiqqtk.info,tufik,dga
14379,prrwtmivkrqkovxp.com,tufik,dga
14380,nupgrpioumlkkxi.net,tufik,dga
14381,qghukxlikbtxtqy.com,tufik,dga
14382,qtnvjnrpgrfejyx.com,tufik,dga
14383,upsfiokgrltojhme.org,tufik,dga
14384,khpyyiylfftljjv.net,tufik,dga
14385,qtmqlyxwqirtvo.com,tufik,dga
14386,mqojfpjoqqfsipvq.biz,tufik,dga
14387,odkzjyflwpgqldei.org,tufik,dga
14388,ukyliojrdzpqgwn.biz,tufik,dga
14389,indlpstrrmrxpsmm.net,tufik,dga
14390,fkpktgiospppeo.com,tufik,dga
14391,pstvmhenurunglqk.net,tufik,dga
14392,fqimhnjqiknx.info,tufik,dga
14393,lqplzrpzomjgedp.biz,tufik,dga
14394,xnjlqnzivnzxizok.org,tufik,dga
14395,nprgpnilkvrliz.com,tufik,dga
14396,mhrkqnjrizjqqkit.com,tufik,dga
14397,xpmqxtzhmwklq.biz,tufik,dga
14398,jrrwmensmmurjpk.org,tufik,dga
14399,vkyhetgqyphrqp.com,tufik,dga
14400,odntszhfqnozqqu.com,tufik,dga
14401,psrsrnnyroxtf.net,tufik,dga
14402,pmovpwzrfsmtjcdu.biz,tufik,dga
14403,sqwyyjbworpszxhj.org,tufik,dga
14404,snotrmwmknpvwr.biz,tufik,dga
14405,gkuqqtgskkssvgs.com,tufik,dga
14406,tnrruqjklktprxt.biz,tufik,dga
14407,jmgtrfromldhhtve.org,tufik,dga
14408,okitadnxnejpkmf.net,tufik,dga
14409,burpqyjvipsrqnk.info,tufik,dga
